Distrito,Latitud,Longitud,Indice_Seguridad,Proximidad_Vias_Principales_km,Area_Total_m2,Area_Techada_m2,Habitaciones,Banos,Antiguedad_Anios,Estacionamientos,Viabilidad_Pozo_Agua,Potencial_Energia_Solar,Zonificacion,Estado_Independizacion,Modalidad_Compra,Precio_Publicado_USD,Precio_M2_Referencial_Zona
San Borja,-12.059863348214884,-77.04491792308188,9,3.93,199,189.81,5,3,4,2,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,439664.95,2100
Chorrillos,-12.093181449252976,-77.0618417020349,5,1.01,166,139.67,3,2,4,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,178084.38,1400
Comas,-12.123091079998252,-77.01574210657236,4,2.61,206,175.56,5,3,24,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,123055.38,900
Puente Piedra,-12.225074759622721,-77.01781890274219,4,4.95,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,99489.77,850
San Juan de Miraflores,-12.015819435030815,-77.03806459599194,4,2.38,267,253.06,7,4,29,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,164440.76,1000
Ancón,-11.765452237788168,-76.95955882589077,5,2.78,1000,0.0,0,0,0,1,0,1,Alquiler Vacacional,1,Cuotas sin intereses,580537.34,600
Chaclacayo,-12.084719976018187,-76.8590134395335,7,4.07,208,154.06,4,2,15,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,133840.33,900
Lurigancho-Chosica,-12.081730265075345,-77.12410580748629,6,1.2,139,112.77,3,2,17,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,75628.18,800
El Agustino,-12.168463956289358,-76.9590744926349,3,2.63,119,108.23,3,2,3,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,78571.8,850
Rímac,-11.951953876491501,-77.17050465724162,4,2.29,200,146.3,4,2,7,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,126935.35,1000
Independencia,-11.882647592811592,-77.1279371034577,4,1.43,133,115.95,3,2,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,67638.46,950
San Juan de Miraflores,-11.998616164524941,-77.06399503150813,4,3.27,297,247.51,7,4,22,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,203884.53,1000
Ancón,-12.03696060178906,-76.79054171513502,5,4.18,120,17.15,2,3,14,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,15625.75,600
La Molina,-12.204937324058596,-76.8862533847523,9,1.59,196,184.32,5,3,19,2,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,389951.74,1900
Santa Anita,-11.881836649729282,-77.13650536989496,5,0.99,259,183.87,5,3,11,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,163825.0,1050
Magdalena del Mar,-12.039446109178204,-76.95916670537508,8,2.47,253,231.33,6,4,16,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,424229.81,1800
Ancón,-12.237774783948257,-77.00476560405927,5,3.97,1000,322.09,2,2,3,3,1,1,Alquiler Vacacional,1,Cuotas sin intereses,212355.94,600
Barranco,-11.87814451517008,-77.13332955044267,8,4.8,53,42.2,1,1,35,0,0,0,Residencial Alta Densidad,1,Contado,84059.74,2500
Lurigancho-Chosica,-12.050025828198896,-76.91773897295147,6,0.87,211,171.03,4,2,12,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,133116.32,800
Surquillo,-12.16532725841095,-76.94975617765171,6,3.36,125,122.32,3,2,36,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,131068.27,1500
La Victoria,-11.977325992742148,-76.89443140800076,3,2.73,269,214.93,6,4,25,2,0,0,Residencial Media Densidad,1,Contado,179114.23,1200
San Isidro,-11.971575993120425,-76.98036663967018,9,4.82,111,106.91,3,2,31,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,248700.32,2600
Punta Negra,-12.11665729752307,-76.93551721510121,7,2.09,99,83.06,2,1,31,0,0,0,Residencial Media Densidad,1,Contado,81106.02,1200
Los Olivos,-12.049583645712842,-76.9680889147789,5,0.58,146,114.88,3,2,15,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,102741.03,1100
San Bartolo,-12.012900794223436,-76.9329907192754,7,4.76,132,118.79,3,2,10,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,182835.55,1400
San Miguel,-12.252010053993212,-77.0352278300762,7,4.51,72,64.24,1,1,27,1,0,0,Residencial Media Densidad,1,Contado,82939.63,1600
Santa Anita,-11.956530410015205,-77.00652755962308,5,4.37,241,177.46,5,3,19,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,142858.1,1050
Punta Hermosa,-12.202806622712634,-76.93839085673918,8,4.77,243,192.95,5,3,36,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,307321.15,1800
Los Olivos,-11.92804193198928,-76.98998120840585,5,1.51,242,240.84,6,4,26,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,206752.0,1100
Pachacámac,-12.154883830226936,-76.87169532716531,6,4.22,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,1,Crédito Hipotecario,64013.39,400
Puente Piedra,-11.872799001589005,-77.14007682049947,4,2.65,120,0.0,0,0,0,3,0,1,Alquiler Vacacional,1,Crédito Hipotecario,91502.7,850
Ate,-11.984620985834324,-76.867967807916,4,2.72,62,44.12,1,1,39,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,29369.25,1100
Pachacámac,-11.990794701883779,-76.90720155711192,6,2.86,120,47.35,3,1,11,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,28435.99,400
Carabayllo,-11.92629555294922,-77.1491508514399,4,3.57,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,103621.94,800
Breña,-12.015924706576657,-76.91544934689648,5,3.3,130,99.0,2,1,10,0,0,1,Residencial Media Densidad,0,Crédito Hipotecario,118898.64,1300
San Miguel,-11.811264674983459,-77.1212568834027,7,4.01,174,156.8,4,2,25,1,0,0,Residencial Media Densidad,1,Contado,216248.19,1600
Chaclacayo,-12.127112300883972,-76.99584737056173,7,3.54,295,289.42,8,5,26,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,228352.51,900
Miraflores,-12.020694154256448,-76.96214049068207,9,4.13,298,222.71,6,4,25,2,0,0,Residencial Alta Densidad,1,Contado,519348.23,2400
La Molina,-12.005099631384235,-77.06416281554377,9,0.61,187,154.7,4,2,33,0,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,285024.23,1900
Santa Anita,-12.124465624674459,-77.04980961053025,5,2.22,202,180.89,5,3,14,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,181313.91,1050
Puente Piedra,-11.956064821789472,-76.87552836966601,4,0.37,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,182027.05,850
Punta Hermosa,-11.931645875060585,-76.97122093047538,8,0.31,208,178.94,5,3,25,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,304482.64,1800
Santa Rosa,-11.978215531325102,-77.14340193264147,5,1.55,120,47.07,4,3,1,3,1,1,Alquiler Vacacional,0,Contado,38479.01,600
Magdalena del Mar,-12.23118305968393,-76.9176925763259,8,3.25,234,230.47,6,4,36,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,377978.05,1800
San Juan de Miraflores,-12.163172680678096,-77.12901075559398,4,4.16,55,53.71,1,1,19,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,40190.17,1000
La Victoria,-12.195756825588004,-76.81760968687637,3,3.54,216,174.89,4,2,2,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,198315.21,1200
San Miguel,-12.105415350985222,-77.05461189965395,7,2.96,137,109.31,3,2,20,0,0,0,Residencial Media Densidad,1,Contado,171023.65,1600
Los Olivos,-12.018766608931688,-77.03573179061326,5,0.77,213,162.21,4,2,24,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,152712.42,1100
Miraflores,-11.936202039853368,-77.10856397470192,9,2.14,160,112.23,3,2,14,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,265035.1,2400
Lince,-11.920007035071034,-76.89389815247317,7,2.96,55,52.41,1,1,34,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,85343.22,1800
Lince,-12.213634168828236,-76.91536990139996,7,4.54,78,74.99,2,1,19,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,119324.87,1800
Magdalena del Mar,-11.99687654971476,-76.8940850838997,8,4.17,164,127.55,3,2,25,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,238664.35,1800
San Bartolo,-12.096676260456347,-76.91750907035942,7,2.7,142,138.25,3,2,19,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,200565.8,1400
Rímac,-12.116195641084003,-77.00250702371616,4,3.09,123,117.02,3,2,25,2,0,0,Residencial Media Densidad,1,Contado,87327.42,1000
Cieneguilla,-11.94048133956388,-76.92016802281152,7,2.16,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,52560.71,350
Pueblo Libre,-12.072290029559216,-77.09670105431309,8,3.65,188,167.13,4,2,38,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,242953.96,1600
Barranco,-12.032761361028252,-76.97399591216954,8,2.78,123,94.45,2,1,15,1,0,0,Residencial Alta Densidad,1,Contado,223810.09,2500
Puente Piedra,-12.026124541025219,-77.07832404304068,4,3.04,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,115233.67,850
Lurín,-12.231093251290629,-76.94346744884645,5,4.03,200,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,102451.22,500
San Juan de Miraflores,-12.10333413545156,-77.0263826432085,4,2.11,227,206.34,5,3,35,1,0,0,Residencial Media Densidad,1,Contado,150996.16,1000
Ate,-12.095424078915235,-76.9576185730997,4,1.7,147,113.64,3,2,17,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,97105.25,1100
Lima (Cercado),-11.961618606218197,-76.90724347762725,4,3.43,112,108.05,3,2,12,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,109175.76,1300
Pachacámac,-12.056042713622855,-77.13057214766027,6,3.45,120,44.83,1,2,1,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,26850.93,400
El Agustino,-11.967792475975832,-77.11143650871576,3,2.54,211,180.34,5,3,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,118034.5,850
Lurigancho-Chosica,-11.990730634711039,-76.928559357935,6,1.6,231,212.6,6,4,19,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,143757.27,800
Pachacámac,-12.056714286879885,-77.04594645082463,6,2.11,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,1,Crédito Hipotecario,63861.71,400
Punta Negra,-12.093612384949392,-77.07578160850338,7,3.03,209,167.64,4,2,4,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,223762.57,1200
La Molina,-12.06022640144368,-76.99828772487797,9,4.51,140,136.56,3,2,19,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,266146.93,1900
San Juan de Miraflores,-12.056875255293638,-76.8979078437298,4,1.91,285,273.06,7,4,9,0,0,0,Residencial Media Densidad,1,Contado,246026.89,1000
Carabayllo,-12.038725880161456,-77.00525901733097,4,4.07,120,17.33,3,1,3,2,1,1,Alquiler Vacacional,1,Cuotas sin intereses,20779.2,800
Punta Hermosa,-11.964649516314418,-76.86871720827016,8,4.5,153,143.08,4,2,2,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,302197.43,1800
La Molina,-11.99502006346406,-77.03561342439392,9,0.33,126,116.11,3,2,34,0,0,1,Residencial Alta Densidad,0,Crédito Hipotecario,197570.85,1900
Punta Negra,-12.08307692576158,-77.15162277804039,7,1.82,263,203.05,5,3,13,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,255266.6,1200
La Victoria,-12.01866873960095,-76.97961431162875,3,3.42,91,80.35,2,1,27,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,68476.73,1200
Pueblo Libre,-12.104556557911883,-76.91552284441582,8,0.12,194,179.97,5,3,37,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,231926.38,1600
Barranco,-11.983570470240725,-77.01941722777255,8,3.22,227,189.08,5,3,28,1,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,463075.52,2500
San Borja,-12.17569389374101,-77.28131127751473,9,3.58,129,115.11,3,2,38,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,201856.51,2100
San Martín de Porres,-11.8854635269315,-76.830723443509,4,0.94,115,100.92,2,1,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,70776.76,950
La Victoria,-12.018547598114818,-76.7052399404586,3,2.41,108,85.9,2,1,2,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,101306.77,1200
Jesús María,-11.796626782176014,-77.06254214681485,8,0.65,109,102.01,2,1,14,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,200257.58,1700
Rímac,-12.191148612425751,-77.10746003500851,4,1.53,108,101.6,2,1,1,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,103615.6,1000
San Bartolo,-12.104333738451325,-77.11643203726543,7,3.15,235,194.98,5,3,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,208218.36,1400
Villa María del Triunfo,-12.09575333410824,-77.09390302933697,3,0.99,211,205.24,5,3,37,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,100191.41,850
Los Olivos,-12.043730341121522,-76.99819071702716,5,2.36,179,131.22,3,2,29,0,0,0,Residencial Media Densidad,1,Contado,115410.39,1100
Santiago de Surco,-11.904738486863886,-76.83029698226365,8,1.85,222,188.77,5,3,29,1,0,0,Residencial Alta Densidad,1,Contado,302263.84,1900
Miraflores,-11.94726746281796,-77.0135285408088,9,1.91,286,216.79,6,4,15,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,559756.08,2400
Pucusana,-12.179853865680464,-76.91323920329968,5,3.61,78,69.35,1,1,37,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,38318.37,700
Magdalena del Mar,-12.227220144694096,-76.97481780833466,8,4.05,202,189.65,5,3,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,347691.31,1800
Independencia,-12.151805537165373,-76.94081210473132,4,2.74,62,57.09,1,1,32,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,40529.0,950
San Luis,-12.056981332636342,-77.01355776261838,6,1.14,161,150.15,4,2,16,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,203860.21,1400
El Agustino,-12.056321294255456,-77.10586692706809,3,2.45,64,51.58,1,1,20,1,0,0,Residencial Media Densidad,1,Contado,30906.49,850
El Agustino,-12.08130619866727,-76.94762032404871,3,4.93,275,244.71,6,4,26,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,141458.71,850
Villa María del Triunfo,-11.885560813526618,-77.05057672567492,3,2.7,123,88.55,2,1,13,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,64566.06,850
Chaclacayo,-11.999260199126859,-77.22459746330985,7,2.3,222,207.47,5,3,10,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,187608.22,900
San Miguel,-12.032552384075611,-77.00431801718585,7,2.13,127,99.94,2,1,10,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,156829.15,1600
Pueblo Libre,-11.996625079500108,-77.13697145061687,8,4.36,186,173.42,4,2,25,2,0,0,Residencial Media Densidad,1,Contado,282893.82,1600
Jesús María,-11.919711055252476,-76.94610840852546,8,0.56,204,149.28,4,2,29,0,0,0,Residencial Media Densidad,1,Contado,216048.65,1700
Villa María del Triunfo,-12.008614502165587,-76.98507273758251,3,2.97,116,113.65,3,2,36,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,59827.07,850
Pucusana,-12.037898696894212,-77.24443073302048,5,3.1,237,235.25,6,4,15,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,133842.11,700
Punta Negra,-11.940011919832761,-77.03812466672963,7,2.66,269,256.37,7,4,17,2,0,0,Residencial Media Densidad,0,Contado,296491.04,1200
Santa Anita,-11.967517739239982,-77.02949947011227,5,0.98,215,195.81,5,3,13,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,176226.72,1050
Chaclacayo,-11.905932924697995,-77.05950546095355,7,2.1,97,71.28,2,1,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,69387.63,900
Ancón,-11.920183220939313,-77.00045396829286,5,0.59,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Contado,81768.69,600
Chaclacayo,-12.041454103880044,-77.07307947051989,7,3.49,243,172.48,4,2,24,1,0,1,Residencial Media Densidad,0,Crédito Hipotecario,140513.53,900
Pachacámac,-12.009528701934514,-77.0593163347069,6,1.03,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,55224.15,400
Surquillo,-11.968710573710574,-76.92809169671563,6,0.78,262,224.93,6,4,28,0,0,0,Residencial Media Densidad,1,Contado,251058.22,1500
Pueblo Libre,-12.248911969323213,-77.06747009577758,8,2.41,172,124.47,3,2,24,1,0,0,Residencial Media Densidad,1,Contado,192991.95,1600
Puente Piedra,-12.054087734948656,-77.09046915690168,4,1.67,200,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,164791.07,850
Lima (Cercado),-11.985534377482981,-77.15169789899268,4,4.97,142,131.42,3,2,22,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,140101.88,1300
Punta Hermosa,-12.041536212064504,-77.00695523033954,8,2.61,145,135.63,3,2,7,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,250364.34,1800
Cieneguilla,-12.085876006466773,-77.0549045981867,7,1.76,200,54.0,3,3,11,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,28177.06,350
Pueblo Libre,-12.082460128147996,-77.08783160267345,8,3.0,98,82.44,2,1,13,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,149540.81,1600
Santa María del Mar,-11.985566292006352,-77.05391929561134,9,4.18,295,216.24,6,4,4,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,471609.41,2000
Chaclacayo,-11.998050564425169,-76.86050888719024,7,1.33,65,55.57,1,1,9,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,56899.69,900
San Martín de Porres,-11.999877545041016,-77.077785068871,4,3.89,54,42.22,1,1,11,1,0,0,Residencial Media Densidad,1,Contado,31701.08,950
Villa El Salvador,-12.277127382379614,-77.0547377774009,4,0.82,500,169.0,2,3,1,2,1,0,Alquiler Vacacional,0,Cuotas sin intereses,126618.51,800
Ancón,-11.961163256674743,-77.11189347295542,5,2.14,1000,0.0,0,0,0,1,1,1,Alquiler Vacacional,1,Contado,622944.14,600
San Miguel,-11.751074167605024,-77.01224987703233,7,4.25,187,136.91,3,2,1,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,217220.25,1600
Jesús María,-11.98841832264469,-76.87223887809891,8,3.07,56,55.7,1,1,23,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,85501.02,1700
Santa María del Mar,-12.037296763611902,-76.87182858262611,9,2.06,116,95.56,2,1,7,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,222626.14,2000
Independencia,-12.178505957152982,-77.0843253544158,4,3.47,136,128.0,3,2,37,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,79579.11,950
Jesús María,-12.082977773184691,-76.86737125914671,8,0.14,280,272.62,7,4,6,2,0,0,Residencial Media Densidad,1,Contado,526018.5,1700
Villa El Salvador,-12.04581799195216,-77.2174155467331,4,1.36,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,104623.29,800
Santa Rosa,-12.09977556768375,-76.9308154497696,5,3.15,120,0.0,0,0,0,3,0,1,Residencial Baja Densidad,0,Contado,72506.79,600
Chorrillos,-12.020530079749213,-76.90759181322876,5,0.97,278,269.78,7,4,17,0,0,0,Residencial Media Densidad,1,Contado,310312.34,1400
Independencia,-12.231737959135382,-76.91752380843683,4,3.12,116,109.76,3,2,27,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,80273.41,950
San Miguel,-11.961447202053918,-77.06405626547003,7,3.67,68,61.18,1,1,7,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,111866.02,1600
San Isidro,-12.108218419839943,-76.93129310292115,9,0.66,263,199.84,5,3,37,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,469780.24,2600
San Juan de Miraflores,-12.103354082847405,-77.20550297677973,4,3.23,111,105.95,3,2,26,1,0,0,Residencial Media Densidad,1,Contado,72249.59,1000
La Molina,-12.005525000497043,-76.97688555057624,9,1.48,220,211.17,6,4,13,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,432669.69,1900
Lurigancho-Chosica,-11.896207850512726,-76.95787931472229,6,0.68,50,35.95,1,1,12,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,26402.02,800
Surquillo,-11.930037419648782,-76.99325454363692,6,1.29,89,64.87,1,1,3,2,0,0,Residencial Media Densidad,1,Contado,93923.97,1500
Pueblo Libre,-12.092142893145896,-77.10759278105995,8,3.34,95,72.48,2,1,38,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,106812.04,1600
Comas,-12.149840249984491,-77.20045828855041,4,2.93,151,109.36,3,2,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,59009.41,900
San Isidro,-11.974359663683543,-77.03913416123197,9,4.4,251,183.77,5,3,20,1,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,496594.65,2600
Surquillo,-12.130447727288017,-77.06417935418696,6,0.86,148,123.31,3,2,9,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,167724.03,1500
El Agustino,-12.035611541794996,-77.12260229515215,3,4.41,219,215.71,6,4,24,2,0,0,Residencial Media Densidad,0,Contado,136151.49,850
Ate,-11.956658081836443,-76.97695602629372,4,1.92,129,94.97,2,1,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,73748.6,1100
Santa María del Mar,-11.82806826653294,-77.19631583681883,9,1.67,170,169.77,4,2,10,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,347698.62,2000
Lima (Cercado),-11.996347570007472,-76.89862065229013,4,0.45,289,264.56,7,4,29,0,0,0,Residencial Media Densidad,1,Contado,256357.39,1300
Barranco,-11.846531632336285,-77.2043535558021,8,2.77,298,287.56,8,5,29,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,642743.38,2500
Villa María del Triunfo,-12.279925803766028,-77.01763027781271,3,1.33,114,109.51,3,2,24,2,0,0,Residencial Media Densidad,1,Contado,61016.15,850
San Isidro,-12.048874856957756,-76.89541138419042,9,3.29,209,206.5,5,3,25,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,534543.79,2600
Chaclacayo,-12.163222261307732,-76.96545451656091,7,0.78,272,191.39,5,3,20,0,0,0,Residencial Media Densidad,1,Contado,177366.72,900
Barranco,-12.075368800707112,-76.90625801008355,8,2.58,149,147.98,4,2,29,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,332719.19,2500
